ID,Fecha,Trabajador,Categoria,Tiempo_Gestion_Min,Cantidad_Vendida,Stock_Inicial,Stock_Final
985,2025-02-24,Ana,Vitaminas,7,19,56,37
986,2025-09-02,Ana,Analgésicos,2,18,112,94
987,2025-05-21,Jorge,Antibioticos,6,6,174,168
988,2025-02-08,Carla,Analgésicos,10,11,98,87
989,2025-06-06,Jorge,Vitaminas,10,8,199,191
990,2025-01-07,Jorge,Pediátricos,4,17,75,58
991,2025-05-30,Luis,Antibioticos,6,4,81,77
992,2025-02-05,Ana,Vitaminas,9,2,129,127
993,2025-10-11,Jorge,Analgésicos,8,20,159,139
994,2025-07-21,Luis,Vitaminas,5,20,100,80
995,2025-03-02,Ana,Pediátricos,8,11,25,14
996,2025-08-30,Luis,Pediátricos,8,10,112,102
997,2025-06-28,Luis,Analgésicos,5,10,148,138
998,2025-11-23,Carla,Antibioticos,4,2,96,94
999,2025-05-25,Luis,Antibioticos,7,10,162,152
1000,2025-09-29,Ana,Pediátricos,9,12,66,54
1001,2025-01-03,Carla,Vitaminas,0,7,137,130
1002,2025-09-12,Jorge,Vitaminas,8,7,197,190
1003,2025-11-16,Luis,Pediátricos,8,7,33,26
1004,2025-04-19,Luis,Antibioticos,5,20,175,155
1005,2025-12-14,Carla,Analgésicos,10,15,115,100
1006,2025-07-28,Carla,Vitaminas,2,14,144,130
1007,2025-11-23,Luis,Analgésicos,4,17,72,55
1008,2025-01-27,Luis,Vitaminas,2,11,83,72
1009,2025-07-15,Jorge,Antibioticos,7,8,88,80
1010,2025-03-17,Jorge,Analgésicos,5,20,89,69
1011,2025-06-25,Ana,Antibioticos,11,10,178,168
1012,2025-05-29,Luis,Vitaminas,4,10,97,87
1013,2025-10-08,Luis,Pediátricos,6,6,118,112
1014,2025-04-01,Luis,Analgésicos,6,6,136,130
1015,2025-10-15,Ana,Antibioticos,9,13,194,181
1016,2025-11-24,Luis,Pediátricos,6,18,112,94
1017,2025-08-31,Carla,Analgésicos,9,2,177,175
1018,2025-08-30,Ana,Pediátricos,7,13,145,132
1019,2025-06-16,Carla,Antibioticos,5,8,60,52
1020,2025-05-12,Luis,Vitaminas,4,1,93,92
1021,2025-05-24,Ana,Pediátricos,9,6,128,122
1022,2025-03-22,Jorge,Vitaminas,10,4,109,105
1023,2025-12-14,Luis,Antibioticos,6,19,73,54
1024,2025-11-04,Luis,Pediátricos,6,7,137,130
1025,2025-05-13,Carla,Antibioticos,4,18,66,48
1026,2025-12-25,Carla,Pediátricos,10,13,139,126
1027,2025-07-12,Jorge,Antibioticos,6,8,44,36
1028,2025-10-06,Ana,Vitaminas,9,18,156,138
1029,2025-08-16,Luis,Analgésicos,3,16,120,104
1030,2025-04-08,Ana,Vitaminas,8,15,127,112
1031,2025-09-04,Ana,Pediátricos,9,6,143,137
1032,2025-08-28,Jorge,Pediátricos,5,16,83,67
1033,2025-10-04,Carla,Analgésicos,7,20,33,13
1034,2025-02-13,Carla,Antibioticos,4,7,104,97
1035,2025-07-01,Carla,Vitaminas,0,13,49,36
1036,2025-07-14,Jorge,Analgésicos,5,20,23,3
1037,2025-05-17,Luis,Pediátricos,7,5,42,37
1038,2025-06-16,Carla,Vitaminas,2,20,59,39
1039,2025-02-03,Carla,Analgésicos,8,14,26,12
1040,2025-03-15,Ana,Vitaminas,6,13,185,172
1041,2025-12-15,Jorge,Analgésicos,7,9,96,87
1042,2025-02-04,Luis,Analgésicos,4,1,101,100
1043,2025-02-17,Ana,Pediátricos,10,6,162,156
1044,2025-09-11,Luis,Antibioticos,5,19,138,119
1045,2025-01-23,Carla,Pediátricos,9,8,69,61
1046,2025-09-15,Carla,Antibioticos,6,13,169,156
1047,2025-02-07,Ana,Antibioticos,10,11,75,64
1048,2025-02-17,Jorge,Analgésicos,6,16,24,8
1049,2025-04-27,Jorge,Vitaminas,8,7,183,176
1050,2025-06-15,Jorge,Analgésicos,6,16,99,83
1051,2025-11-24,Jorge,Antibioticos,9,3,157,154
1052,2025-12-14,Ana,Vitaminas,9,8,36,28
1053,2025-01-12,Jorge,Pediátricos,5,3,89,86
1054,2025-01-20,Carla,Analgésicos,8,17,98,81
1055,2025-10-29,Carla,Antibioticos,5,14,29,15
1056,2025-05-27,Jorge,Pediátricos,5,16,180,164
1057,2025-04-08,Jorge,Antibioticos,8,18,112,94
1058,2025-06-17,Ana,Analgésicos,3,15,61,46
1059,2025-01-05,Jorge,Analgésicos,7,14,89,75
1060,2025-08-23,Carla,Pediátricos,7,4,101,97
1061,2025-12-19,Luis,Antibioticos,7,5,193,188
1062,2025-10-04,Ana,Vitaminas,6,17,106,89
1063,2025-05-01,Ana,Analgésicos,4,20,42,22
1064,2025-01-03,Jorge,Pediátricos,4,4,44,40
1065,2025-09-10,Ana,Analgésicos,3,3,169,166
1066,2025-07-16,Ana,Vitaminas,6,6,51,45
1067,2025-08-17,Ana,Vitaminas,6,2,171,169
1068,2025-07-14,Luis,Pediátricos,6,13,148,135
1069,2025-10-31,Jorge,Analgésicos,5,20,106,86
1070,2025-02-14,Luis,Vitaminas,3,13,70,57
1071,2025-12-18,Jorge,Vitaminas,10,5,124,119
1072,2025-06-28,Carla,Antibioticos,7,18,149,131
1073,2025-10-13,Ana,Antibioticos,9,19,64,45
1074,2025-06-15,Carla,Antibioticos,5,19,138,119
1075,2025-05-11,Luis,Analgésicos,6,3,102,99
1076,2025-01-03,Ana,Analgésicos,4,12,118,106
1077,2025-07-16,Luis,Analgésicos,5,6,102,96
1078,2025-02-14,Luis,Vitaminas,4,18,36,18
1079,2025-09-16,Carla,Antibioticos,6,20,90,70
1080,2025-08-08,Luis,Pediátricos,6,9,55,46
1081,2025-05-23,Luis,Antibioticos,8,3,55,52
1082,2025-11-06,Carla,Vitaminas,3,3,196,193
1083,2025-08-30,Jorge,Analgésicos,5,11,184,173
1084,2025-07-15,Luis,Vitaminas,3,11,147,136
1085,2025-06-16,Jorge,Analgésicos,6,5,103,98
1086,2025-11-20,Ana,Vitaminas,9,10,31,21
1087,2025-08-23,Luis,Pediátricos,7,13,200,187
1088,2025-11-04,Jorge,Analgésicos,8,18,33,15
1089,2025-12-03,Jorge,Pediátricos,6,11,62,51
1090,2025-11-28,Luis,Antibioticos,8,5,151,146
1091,2025-04-18,Jorge,Analgésicos,6,9,106,97
1092,2025-11-09,Luis,Pediátricos,9,17,165,148
1093,2025-06-01,Jorge,Antibioticos,6,6,49,43
1094,2025-05-02,Jorge,Vitaminas,8,7,62,55
1095,2025-09-16,Luis,Antibioticos,5,5,162,157
1096,2025-11-17,Jorge,Analgésicos,6,13,45,32
1097,2025-05-19,Carla,Analgésicos,10,5,22,17
1098,2025-02-02,Jorge,Vitaminas,10,7,91,84
1099,2025-06-30,Ana,Analgésicos,1,6,63,57
1100,2025-07-12,Ana,Antibioticos,9,17,175,158
1101,2025-05-11,Jorge,Pediátricos,5,9,103,94
1102,2025-07-14,Ana,Analgésicos,2,18,66,48
1103,2025-10-04,Ana,Pediátricos,8,4,107,103
1104,2025-08-30,Jorge,Analgésicos,7,15,152,137
1105,2025-07-06,Ana,Vitaminas,7,17,29,12
1106,2025-04-15,Jorge,Antibioticos,9,17,113,96
1107,2025-11-15,Carla,Antibioticos,5,14,191,177
1108,2025-04-27,Jorge,Analgésicos,8,18,197,179
1109,2025-11-02,Ana,Pediátricos,9,9,98,89
1110,2025-04-17,Ana,Antibioticos,11,1,168,167
1111,2025-04-16,Ana,Analgésicos,3,11,42,31
1112,2025-12-09,Jorge,Antibioticos,9,6,108,102
1113,2025-11-14,Ana,Pediátricos,7,9,177,168
1114,2025-02-08,Jorge,Antibioticos,6,14,94,80
1115,2025-01-15,Ana,Analgésicos,4,19,122,103
1116,2025-08-08,Carla,Antibioticos,7,1,93,92
1117,2025-12-21,Carla,Pediátricos,10,12,154,142
1118,2025-12-29,Jorge,Analgésicos,6,2,111,109
1119,2025-10-11,Luis,Vitaminas,2,20,130,110
1120,2025-08-14,Carla,Vitaminas,0,20,155,135
1121,2025-01-10,Jorge,Analgésicos,5,9,153,144
1122,2025-05-03,Luis,Vitaminas,3,2,179,177
1123,2025-12-30,Luis,Antibioticos,5,12,131,119
1124,2025-06-02,Ana,Pediátricos,10,6,193,187
1125,2025-06-27,Jorge,Antibioticos,9,17,25,8
1126,2025-11-07,Jorge,Pediátricos,4,4,154,150
1127,2025-04-29,Ana,Vitaminas,9,1,168,167
1128,2025-09-14,Luis,Vitaminas,2,13,150,137
1129,2025-02-08,Jorge,Vitaminas,9,4,23,19
1130,2025-06-05,Jorge,Pediátricos,6,2,24,22
1131,2025-08-31,Jorge,Vitaminas,8,13,66,53
1132,2025-07-10,Ana,Antibioticos,8,14,199,185
1133,2025-02-08,Ana,Antibioticos,8,12,147,135
1134,2025-05-19,Luis,Antibioticos,6,18,99,81
1135,2025-08-18,Carla,Analgésicos,7,7,108,101
1136,2025-09-02,Carla,Pediátricos,7,5,148,143
1137,2025-08-07,Carla,Analgésicos,7,9,54,45
1138,2025-05-04,Carla,Antibioticos,4,4,65,61
1139,2025-05-01,Jorge,Antibioticos,9,8,136,128
1140,2025-09-15,Ana,Analgésicos,2,10,82,72
1141,2025-01-09,Jorge,Vitaminas,11,18,171,153
1142,2025-07-04,Ana,Antibioticos,11,6,128,122
1143,2025-10-19,Luis,Antibioticos,5,7,64,57
1144,2025-04-23,Ana,Analgésicos,1,20,182,162
1145,2025-06-25,Carla,Antibioticos,5,8,58,50
1146,2025-08-21,Carla,Vitaminas,0,9,186,177
1147,2025-01-13,Jorge,Pediátricos,3,16,39,23
1148,2025-07-13,Carla,Vitaminas,0,10,113,103
1149,2025-04-28,Luis,Antibioticos,8,20,71,51
1150,2025-06-29,Luis,Antibioticos,8,19,187,168
1151,2025-10-17,Jorge,Pediátricos,6,2,200,198
1152,2025-09-13,Jorge,Analgésicos,6,4,65,61
1153,2025-07-13,Carla,Antibioticos,4,2,124,122
1154,2025-01-29,Luis,Vitaminas,4,18,26,8
1155,2025-09-18,Luis,Antibioticos,7,3,93,90
1156,2025-07-01,Ana,Vitaminas,9,13,165,152
1157,2025-04-27,Ana,Vitaminas,9,15,169,154
1158,2025-01-26,Luis,Antibioticos,7,18,60,42
1159,2025-11-19,Carla,Analgésicos,7,9,41,32
1160,2025-11-27,Ana,Analgésicos,4,13,107,94
1161,2025-12-24,Ana,Antibioticos,9,17,61,44
1162,2025-04-05,Carla,Pediátricos,10,17,65,48
1163,2025-01-27,Jorge,Analgésicos,7,6,23,17
1164,2025-02-19,Jorge,Analgésicos,6,14,34,20
1165,2025-06-25,Luis,Pediátricos,8,12,167,155
1166,2025-02-15,Ana,Antibioticos,9,16,116,100
1167,2025-03-17,Carla,Analgésicos,10,12,51,39
1168,2025-01-27,Jorge,Pediátricos,3,17,167,150
1169,2025-09-15,Luis,Antibioticos,8,10,199,189
1170,2025-10-05,Luis,Antibioticos,5,11,149,138
1171,2025-10-17,Ana,Pediátricos,8,12,98,86
1172,2025-10-23,Jorge,Vitaminas,10,11,156,145
1173,2025-05-15,Ana,Antibioticos,8,13,42,29
1174,2025-03-20,Ana,Analgésicos,2,12,128,116
1175,2025-09-06,Ana,Pediátricos,7,10,154,144
1176,2025-05-18,Jorge,Analgésicos,7,7,111,104
1177,2025-03-26,Luis,Analgésicos,6,17,67,50
1178,2025-11-18,Jorge,Antibioticos,8,8,101,93
1179,2025-06-30,Jorge,Analgésicos,6,13,109,96
1180,2025-10-03,Carla,Pediátricos,9,10,65,55
1181,2025-05-23,Carla,Analgésicos,9,12,79,67
1182,2025-05-15,Jorge,Pediátricos,5,17,99,82
1183,2025-12-03,Carla,Pediátricos,9,16,84,68
1184,2025-08-28,Carla,Analgésicos,10,19,107,88
1185,2025-03-09,Jorge,Vitaminas,10,1,56,55
1186,2025-02-06,Carla,Analgésicos,7,8,69,61
1187,2025-12-25,Luis,Pediátricos,7,4,56,52
1188,2025-09-30,Carla,Antibioticos,5,16,97,81
1189,2025-06-08,Carla,Analgésicos,10,8,78,70
1190,2025-05-19,Carla,Antibioticos,5,1,87,86
1191,2025-07-14,Luis,Antibioticos,7,15,178,163
1192,2025-08-26,Luis,Antibioticos,5,15,139,124
1193,2025-11-08,Carla,Analgésicos,10,7,117,110
1194,2025-05-21,Carla,Analgésicos,7,16,33,17
1195,2025-05-20,Ana,Analgésicos,3,7,93,86
1196,2025-03-01,Ana,Pediátricos,7,6,40,34
1197,2025-09-23,Carla,Vitaminas,0,12,24,12
1198,2025-02-14,Carla,Pediátricos,7,12,75,63
1199,2025-07-15,Ana,Pediátricos,9,5,78,73
1200,2025-01-14,Ana,Vitaminas,8,18,36,18
1201,2025-08-19,Luis,Vitaminas,4,18,161,143
1202,2025-11-29,Ana,Vitaminas,8,4,41,37
1203,2025-03-20,Jorge,Analgésicos,5,10,106,96
1204,2025-11-12,Jorge,Vitaminas,10,15,161,146
1205,2025-12-04,Jorge,Analgésicos,8,5,35,30
1206,2025-04-09,Ana,Vitaminas,7,12,174,162
1207,2025-03-19,Luis,Antibioticos,5,9,58,49
1208,2025-10-07,Jorge,Vitaminas,10,12,45,33
1209,2025-04-30,Luis,Analgésicos,3,6,166,160
1210,2025-11-14,Jorge,Pediátricos,6,1,65,64
1211,2025-09-03,Luis,Pediátricos,6,2,198,196
1212,2025-04-19,Luis,Pediátricos,6,12,174,162
1213,2025-10-29,Luis,Vitaminas,4,8,200,192
1214,2025-09-28,Jorge,Antibioticos,6,12,157,145
1215,2025-12-17,Ana,Pediátricos,9,19,153,134
1216,2025-03-15,Jorge,Pediátricos,5,18,38,20
1217,2025-06-18,Luis,Antibioticos,6,6,62,56
1218,2025-06-06,Ana,Vitaminas,9,20,200,180
1219,2025-02-05,Carla,Analgésicos,8,11,106,95
1220,2025-09-04,Carla,Vitaminas,3,20,137,117
1221,2025-03-21,Luis,Analgésicos,5,4,169,165
1222,2025-07-26,Ana,Antibioticos,10,5,104,99
1223,2025-02-28,Jorge,Antibioticos,9,1,71,70
1224,2025-04-12,Jorge,Vitaminas,11,17,153,136
1225,2025-05-19,Carla,Analgésicos,8,16,137,121
1226,2025-04-14,Ana,Analgésicos,2,19,190,171
1227,2025-02-03,Ana,Antibioticos,8,19,60,41
1228,2025-05-15,Carla,Vitaminas,0,7,112,105
1229,2025-03-09,Jorge,Analgésicos,6,15,141,126
1230,2025-01-10,Carla,Pediátricos,9,16,34,18
1231,2025-06-27,Luis,Pediátricos,9,5,48,43
1232,2025-03-23,Luis,Antibioticos,5,9,78,69
1233,2025-12-14,Luis,Vitaminas,2,2,153,151
1234,2025-09-04,Luis,Antibioticos,5,18,58,40
1235,2025-04-15,Luis,Antibioticos,8,20,173,153
1236,2025-01-10,Luis,Pediátricos,8,11,164,153
1237,2025-03-13,Jorge,Antibioticos,8,2,140,138
1238,2025-01-27,Carla,Antibioticos,4,10,179,169
1239,2025-05-29,Jorge,Antibioticos,6,18,35,17
1240,2025-09-26,Ana,Antibioticos,8,18,56,38
1241,2025-07-06,Jorge,Vitaminas,9,10,182,172
1242,2025-02-24,Jorge,Pediátricos,4,6,25,19
1243,2025-11-10,Luis,Analgésicos,4,11,22,11
1244,2025-08-31,Luis,Pediátricos,8,18,180,162
1245,2025-10-05,Jorge,Pediátricos,3,1,43,42
1246,2025-03-01,Ana,Antibioticos,9,16,122,106
1247,2025-03-25,Luis,Pediátricos,6,4,87,83
1248,2025-01-26,Luis,Vitaminas,5,1,86,85
1249,2025-08-06,Carla,Antibioticos,5,10,188,178
1250,2025-02-10,Jorge,Antibioticos,8,19,185,166
1251,2025-11-19,Jorge,Analgésicos,5,6,169,163
1252,2025-02-11,Jorge,Pediátricos,6,6,63,57
1253,2025-09-23,Luis,Antibioticos,7,14,197,183
1254,2025-01-27,Luis,Antibioticos,6,4,197,193
1255,2025-08-12,Jorge,Pediátricos,5,6,197,191
1256,2025-12-17,Luis,Antibioticos,7,9,94,85
1257,2025-11-30,Carla,Pediátricos,8,14,178,164
1258,2025-08-04,Jorge,Pediátricos,3,3,51,48
1259,2025-08-26,Luis,Analgésicos,3,20,179,159
1260,2025-05-20,Ana,Pediátricos,10,5,170,165
1261,2025-05-11,Luis,Antibioticos,7,16,63,47
1262,2025-01-08,Ana,Pediátricos,8,19,94,75
1263,2025-09-07,Jorge,Vitaminas,8,20,26,6
1264,2025-12-01,Ana,Vitaminas,9,11,112,101
1265,2025-03-30,Ana,Analgésicos,3,10,186,176
1266,2025-10-07,Luis,Vitaminas,4,8,153,145
1267,2025-07-28,Luis,Vitaminas,5,8,56,48
1268,2025-11-21,Luis,Antibioticos,7,13,35,22
1269,2025-09-23,Carla,Pediátricos,9,18,82,64
1270,2025-09-05,Jorge,Antibioticos,6,7,76,69
1271,2025-01-15,Carla,Pediátricos,7,7,179,172
1272,2025-03-13,Jorge,Antibioticos,8,4,106,102
1273,2025-06-22,Jorge,Antibioticos,9,14,55,41
1274,2025-05-04,Jorge,Analgésicos,7,17,74,57
1275,2025-07-28,Ana,Pediátricos,8,2,76,74
1276,2025-09-11,Carla,Pediátricos,7,15,89,74
1277,2025-01-11,Carla,Vitaminas,0,15,154,139
1278,2025-07-24,Luis,Pediátricos,9,6,24,18
1279,2025-11-16,Luis,Vitaminas,2,3,65,62
1280,2025-07-17,Luis,Analgésicos,6,1,170,169
1281,2025-04-12,Ana,Analgésicos,1,18,34,16
1282,2025-05-11,Ana,Antibioticos,8,13,109,96
1283,2025-05-06,Jorge,Vitaminas,8,10,42,32
1284,2025-02-04,Jorge,Analgésicos,7,18,89,71
1285,2025-11-26,Luis,Pediátricos,7,15,133,118
1286,2025-11-04,Jorge,Pediátricos,3,10,45,35
1287,2025-09-20,Carla,Analgésicos,10,1,44,43
1288,2025-10-01,Jorge,Antibioticos,9,17,141,124
1289,2025-10-01,Luis,Vitaminas,3,5,87,82
1290,2025-06-10,Carla,Antibioticos,6,16,127,111
1291,2025-03-06,Jorge,Pediátricos,5,17,137,120
1292,2025-06-21,Ana,Antibioticos,11,11,171,160
1293,2025-07-02,Carla,Analgésicos,10,7,71,64
1294,2025-07-07,Ana,Analgésicos,1,7,167,160
1295,2025-12-19,Luis,Antibioticos,6,17,107,90
1296,2025-06-09,Carla,Pediátricos,8,1,26,25
1297,2025-10-11,Carla,Vitaminas,3,18,119,101
1298,2025-09-30,Ana,Antibioticos,8,11,46,35
1299,2025-11-02,Jorge,Analgésicos,6,13,160,147
1300,2025-11-21,Luis,Vitaminas,5,17,199,182
1301,2025-04-07,Carla,Antibioticos,4,20,93,73
1302,2025-03-06,Ana,Analgésicos,2,13,146,133
1303,2025-04-02,Luis,Antibioticos,7,16,22,6
1304,2025-12-17,Jorge,Pediátricos,4,7,157,150
1305,2025-01-02,Carla,Antibioticos,6,7,193,186
1306,2025-06-21,Luis,Pediátricos,7,1,123,122
1307,2025-09-01,Carla,Pediátricos,7,10,113,103
1308,2025-06-03,Jorge,Pediátricos,3,6,128,122
1309,2025-10-08,Luis,Vitaminas,5,14,35,21
1310,2025-12-15,Carla,Vitaminas,2,18,156,138
1311,2025-09-25,Luis,Vitaminas,5,6,92,86
1312,2025-02-09,Ana,Pediátricos,9,5,180,175
1313,2025-07-25,Carla,Pediátricos,9,7,98,91
1314,2025-04-29,Ana,Antibioticos,8,2,24,22
1315,2025-10-04,Carla,Pediátricos,9,5,176,171
1316,2025-02-18,Luis,Analgésicos,6,7,51,44
1317,2025-05-28,Ana,Pediátricos,9,6,75,69
1318,2025-01-26,Jorge,Pediátricos,3,4,93,89
1319,2025-03-20,Luis,Vitaminas,2,19,44,25
1320,2025-07-30,Luis,Analgésicos,4,13,193,180
1321,2025-01-29,Carla,Antibioticos,6,13,167,154
1322,2025-07-12,Jorge,Vitaminas,8,6,118,112
1323,2025-10-01,Luis,Vitaminas,4,19,76,57
1324,2025-03-27,Jorge,Analgésicos,5,19,63,44
1325,2025-04-20,Jorge,Pediátricos,5,17,155,138
1326,2025-10-31,Ana,Pediátricos,7,2,55,53
1327,2025-05-15,Jorge,Vitaminas,11,2,72,70
1328,2025-06-23,Jorge,Pediátricos,6,12,166,154
1329,2025-06-20,Luis,Antibioticos,8,1,107,106
1330,2025-12-09,Luis,Vitaminas,4,3,146,143
1331,2025-04-14,Ana,Vitaminas,6,4,141,137
1332,2025-04-12,Luis,Analgésicos,5,14,145,131
1333,2025-12-07,Ana,Antibioticos,9,2,68,66
1334,2025-01-16,Luis,Antibioticos,5,8,35,27
1335,2025-07-08,Carla,Vitaminas,0,7,149,142
1336,2025-02-02,Jorge,Pediátricos,6,15,179,164
1337,2025-09-24,Carla,Pediátricos,9,9,147,138
1338,2025-03-13,Ana,Analgésicos,2,1,75,74
1339,2025-05-31,Jorge,Pediátricos,6,17,177,160
1340,2025-10-08,Ana,Vitaminas,6,19,127,108
1341,2025-05-15,Luis,Analgésicos,4,14,35,21
1342,2025-04-29,Ana,Antibioticos,9,2,95,93
1343,2025-04-18,Ana,Antibioticos,10,1,22,21
1344,2025-03-04,Carla,Antibioticos,5,15,52,37
1345,2025-06-18,Luis,Vitaminas,2,15,28,13
1346,2025-07-28,Carla,Antibioticos,5,9,82,73
1347,2025-11-18,Ana,Antibioticos,11,13,123,110
1348,2025-12-11,Carla,Antibioticos,5,17,193,176
1349,2025-12-31,Carla,Vitaminas,3,8,135,127
1350,2025-11-30,Carla,Pediátricos,9,17,116,99
1351,2025-06-19,Carla,Analgésicos,10,2,21,19
1352,2025-01-15,Carla,Pediátricos,9,10,176,166
1353,2025-02-04,Jorge,Analgésicos,7,13,91,78
1354,2025-11-10,Jorge,Pediátricos,4,6,33,27
1355,2025-08-31,Luis,Analgésicos,6,9,136,127
1356,2025-08-19,Ana,Analgésicos,4,11,130,119
1357,2025-05-20,Carla,Vitaminas,2,12,81,69
1358,2025-10-25,Jorge,Antibioticos,6,16,83,67
1359,2025-12-08,Jorge,Antibioticos,8,2,155,153
1360,2025-04-26,Ana,Analgésicos,1,17,151,134
1361,2025-10-06,Luis,Analgésicos,6,18,20,2
1362,2025-06-24,Ana,Vitaminas,9,20,187,167
1363,2025-07-12,Carla,Vitaminas,3,10,98,88
1364,2025-07-10,Luis,Analgésicos,5,6,41,35
1365,2025-07-27,Carla,Analgésicos,8,12,200,188
1366,2025-04-14,Luis,Pediátricos,9,15,101,86
1367,2025-08-22,Luis,Pediátricos,8,1,166,165
1368,2025-11-04,Ana,Pediátricos,9,18,37,19
1369,2025-04-13,Carla,Analgésicos,9,2,42,40
1370,2025-04-09,Ana,Vitaminas,6,10,85,75
1371,2025-10-12,Luis,Antibioticos,8,17,138,121
1372,2025-06-25,Carla,Vitaminas,2,10,147,137
1373,2025-08-11,Carla,Antibioticos,4,18,49,31
1374,2025-06-11,Ana,Vitaminas,9,9,95,86
1375,2025-01-17,Luis,Analgésicos,4,4,52,48
1376,2025-04-13,Jorge,Analgésicos,5,12,140,128
1377,2025-01-02,Luis,Vitaminas,2,10,111,101
1378,2025-07-02,Carla,Analgésicos,7,13,47,34
1379,2025-11-12,Carla,Analgésicos,8,14,91,77
1380,2025-06-06,Ana,Pediátricos,8,5,199,194
1381,2025-02-17,Carla,Antibioticos,6,6,24,18
1382,2025-03-04,Ana,Antibioticos,8,13,66,53
1383,2025-04-16,Luis,Pediátricos,8,17,47,30
1384,2025-04-21,Carla,Pediátricos,10,13,158,145
1385,2025-01-18,Luis,Pediátricos,9,7,131,124
1386,2025-05-05,Jorge,Vitaminas,9,5,130,125
1387,2025-03-07,Jorge,Vitaminas,9,13,121,108
1388,2025-07-28,Ana,Vitaminas,7,17,141,124
1389,2025-12-28,Ana,Analgésicos,3,13,128,115
1390,2025-06-10,Carla,Analgésicos,9,3,147,144
1391,2025-10-27,Jorge,Analgésicos,6,9,42,33
1392,2025-05-06,Jorge,Pediátricos,5,8,141,133
1393,2025-03-24,Carla,Pediátricos,10,17,85,68
1394,2025-06-10,Ana,Antibioticos,10,17,155,138
1395,2025-09-04,Ana,Antibioticos,8,15,111,96
1396,2025-01-21,Luis,Pediátricos,8,9,95,86
1397,2025-09-13,Luis,Analgésicos,6,9,33,24
1398,2025-01-25,Carla,Analgésicos,10,1,151,150
1399,2025-12-24,Luis,Antibioticos,8,13,71,58
1400,2025-07-04,Ana,Vitaminas,8,2,146,144
1401,2025-08-21,Ana,Pediátricos,9,4,34,30
1402,2025-11-23,Jorge,Antibioticos,8,3,104,101
1403,2025-07-25,Carla,Analgésicos,8,11,38,27
1404,2025-01-03,Carla,Analgésicos,8,10,90,80
1405,2025-12-21,Jorge,Antibioticos,7,11,125,114
1406,2025-03-29,Carla,Vitaminas,1,16,149,133
1407,2025-05-21,Jorge,Analgésicos,6,18,132,114
1408,2025-12-14,Luis,Analgésicos,5,7,198,191
1409,2025-07-22,Jorge,Antibioticos,9,17,158,141
1410,2025-09-21,Ana,Analgésicos,1,16,148,132
1411,2025-01-16,Carla,Analgésicos,7,12,170,158
1412,2025-11-18,Jorge,Analgésicos,7,11,43,32
1413,2025-03-22,Jorge,Analgésicos,5,2,104,102
1414,2025-09-19,Carla,Vitaminas,1,1,182,181
1415,2025-11-14,Jorge,Antibioticos,8,17,190,173
1416,2025-07-04,Ana,Antibioticos,10,4,179,175
1417,2025-01-13,Jorge,Pediátricos,5,12,65,53
1418,2025-06-06,Carla,Antibioticos,5,6,46,40
1419,2025-11-26,Jorge,Analgésicos,5,5,73,68
1420,2025-08-10,Ana,Analgésicos,4,9,173,164
1421,2025-09-12,Jorge,Analgésicos,6,4,190,186
1422,2025-07-27,Carla,Analgésicos,9,20,55,35
1423,2025-07-08,Jorge,Antibioticos,6,11,200,189
1424,2025-02-09,Jorge,Pediátricos,3,8,43,35
1425,2025-01-06,Luis,Pediátricos,8,8,117,109
1426,2025-07-12,Luis,Analgésicos,5,7,118,111
1427,2025-09-21,Luis,Antibioticos,5,20,159,139
1428,2025-08-14,Luis,Analgésicos,3,3,60,57
1429,2025-10-20,Luis,Vitaminas,2,20,154,134
1430,2025-01-11,Luis,Analgésicos,5,18,196,178
1431,2025-03-29,Carla,Antibioticos,7,20,119,99
1432,2025-12-12,Jorge,Vitaminas,9,15,60,45
1433,2025-03-03,Jorge,Antibioticos,8,6,55,49
1434,2025-03-19,Carla,Pediátricos,10,2,22,20
1435,2025-09-06,Luis,Analgésicos,6,17,98,81
1436,2025-01-11,Carla,Antibioticos,6,18,161,143
1437,2025-09-27,Ana,Antibioticos,10,17,125,108
1438,2025-03-23,Luis,Analgésicos,3,12,182,170
1439,2025-07-04,Jorge,Pediátricos,5,6,187,181
1440,2025-12-14,Carla,Vitaminas,3,19,102,83
1441,2025-10-30,Jorge,Vitaminas,11,6,187,181
1442,2025-04-11,Luis,Antibioticos,7,18,85,67
1443,2025-03-23,Carla,Vitaminas,3,15,58,43
1444,2025-02-20,Carla,Vitaminas,2,5,155,150
1445,2025-04-06,Ana,Analgésicos,3,15,96,81
1446,2025-03-23,Jorge,Analgésicos,6,12,86,74
1447,2025-01-02,Luis,Antibioticos,5,1,154,153
1448,2025-10-31,Luis,Pediátricos,7,4,64,60
1449,2025-10-17,Ana,Vitaminas,7,14,163,149
1450,2025-10-09,Jorge,Analgésicos,6,13,31,18
1451,2025-08-25,Ana,Vitaminas,9,2,109,107
1452,2025-08-05,Jorge,Antibioticos,6,16,136,120
1453,2025-05-26,Carla,Antibioticos,4,6,135,129
1454,2025-07-04,Jorge,Antibioticos,9,1,46,45
1455,2025-07-25,Luis,Pediátricos,7,12,86,74
1456,2025-11-03,Carla,Antibioticos,5,14,93,79
1457,2025-05-08,Luis,Pediátricos,6,18,195,177
1458,2025-08-25,Carla,Pediátricos,8,8,29,21
1459,2025-09-22,Jorge,Antibioticos,7,2,176,174
1460,2025-06-12,Carla,Antibioticos,5,12,151,139
